Zdroj	Kde je	Přístup	Zodpovídá	Obecný popis	Obecná využitelnost	Využití pro řízení úřadu	Využití pro strategie	Využití pro IK	Využití pro služby	Využití pro EA	Využití pro věcné gestory	Využití pro věcné správce IS	Využití pro technické správce IS
												
